"max_ground_len","brown_glove50_perfect","brown_glove50_jaccard","brown_glove50_precision","brown_glove50_recall","brown_glove50_f1","brown_glove100_perfect","brown_glove100_jaccard","brown_glove100_precision","brown_glove100_recall","brown_glove100_f1","brown_glove200_perfect","brown_glove200_jaccard","brown_glove200_precision","brown_glove200_recall","brown_glove200_f1","brown_glove300_perfect","brown_glove300_jaccard","brown_glove300_precision","brown_glove300_recall","brown_glove300_f1"
62,0.06335903452899766,0.1751374946182267,0.24173943372236784,0.2740884846219096,0.26515118962600887,0.19477036540395576,0.37549097787399116,0.441375526095802,0.5314717285988927,0.47848758594472907,0.4499545040946315,0.6410339508725478,0.6973583198081367,0.7554075968194147,0.7225002745370086,0.7079881231741775,0.8345472918051672,0.866829797563411,0.8935073561554059,0.878639470139922
63,0.06331961328611084,0.17510041470565305,0.24171556758284374,0.2740474775819107,0.26511283478773934,0.19464918158322964,0.37536327000550745,0.441258502612029,0.5313507283073815,0.4783696336019638,0.44967454771704796,0.6407696328482373,0.6971186214837858,0.7551905687504505,0.722270360159461,0.7075476213266967,0.8341965450251945,0.8665211512579428,0.8932572026787555,0.8783555425972867
64,0.06329235038032818,0.17507208801002067,0.24169542674752661,0.27401395118387045,0.2650817543615784,0.19456537339137922,0.37526870057014305,0.441170531000378,0.5312542573914955,0.4782787627834793,0.4494809357508492,0.640581646799968,0.6969464142685696,0.7550324800732867,0.722104227441582,0.7072429794766302,0.8339438719180468,0.8662971949453862,0.8930688205171469,0.8781467147986838
65,0.0632666236281472,0.17504722915373735,0.2416797130841861,0.2739853377723842,0.26505569815403457,0.1944862874494895,0.37518457140346545,0.44109342648172184,0.5311733170350049,0.4782005854277067,0.44929823302967264,0.6404117638883374,0.6967933574275301,0.7548947895899564,0.7219578387172596,0.7069555029529206,0.8337156949751977,0.8660967314079565,0.8929073925775438,0.8779628020464889
66,0.06324545258981285,0.17502133327824088,0.2416575637112336,0.2739530470669329,0.26502494720751557,0.19442120610942468,0.3751111526533791,0.44102589862734465,0.5310969730764022,0.4781299129197809,0.4491478834524464,0.6402658533522216,0.696661291440683,0.7547700186406585,0.7218290703237114,0.7067189330018883,0.8335168759226076,0.8659209714113167,0.8927559946085349,0.8777975439488964
67,0.06322429571575351,0.17500661369852766,0.2416535002811264,0.27393701008921534,0.26501195167350694,0.1943561683113904,0.3750393144242102,0.44095983647663756,0.5310241600511082,0.47806151806903374,0.4489976344651263,0.6401255016315655,0.6965363806180008,0.7546523395119354,0.7217075364376225,0.7064825213256553,0.8333304415510316,0.8657601874640729,0.8926185471098421,0.8776470609483915
68,0.06320164333826972,0.17498298597982784,0.2416359211538624,0.2739091144535981,0.2649856745374629,0.19428653322505135,0.3749671875142767,0.44089547663478834,0.5309547352464612,0.4779956741543855,0.4488367649166388,0.6399745111689621,0.6964004519277216,0.7545284339047243,0.7215768729073765,0.7062293985573018,0.8331276359413734,0.8655835552665609,0.8924701496603982,0.8774826447960867
69,0.06318504190844616,0.17496213160082966,0.24161800107262188,0.2738828480834969,0.2649607830692681,0.19423549920003821,0.37490626785671577,0.4408375275182738,0.5308910585493666,0.47793566330011744,0.44871886715858345,0.6398608916833178,0.696297499133532,0.754433024373314,0.7214772588017768,0.7060438904410535,0.8329730655735887,0.865447297174601,0.8923537339032821,0.8773549086252502
70,0.06316995726597752,0.17494570918142535,0.24160588384318102,0.27386179893641804,0.2649417423894252,0.19418912789170864,0.3748568855129873,0.44079357469089414,0.5308410519871585,0.47788958696079703,0.4486117411129945,0.6397609099879293,0.6962077984485519,0.7543501131676343,0.7213905625213389,0.7058753312483587,0.8328351269665574,0.8653256474264603,0.8922511969369089,0.8772414557800007
71,0.06315186519964677,0.17493019326316472,0.24159733389560387,0.27384387177062336,0.26492581311482505,0.19413351153965488,0.37479867725509025,0.44074075664829193,0.5307854936420257,0.4778360091615388,0.44848325735697747,0.6396394394564836,0.6960979159408024,0.7542500380720848,0.7212849109231186,0.7056731664240197,0.8326744416730547,0.8651858407162396,0.8921344850116891,0.8771116712831688
