0.052467,0.18776,-0.15845,0.19652,0.037783,0.10089,0.02083,0.096397,0.18958,-0.16617,-0.0063267,0.10275,-0.1176,-0.066369,-0.047502,-0.090355,-0.17201,-0.10218,-0.040442,-0.044799,-0.096513,-0.13873,0.049647,-0.016385,0.11665,-0.033287,0.097105,-0.10378,0.085765,0.01938,-0.015724,0.13708,0.048282,0.099234,-0.088925,0.053908,0.21219,0.17485,0.00020781,-0.017058,-0.19027,0.040886,-0.07255,-0.016074,0.047377,-0.015672,0.11539,0.15989,-0.22538,-0.20761,0.0080953,-0.18017,0.078052,0.15721,-0.17513,-0.045211,-0.1068,0.054015,-0.17766,0.1242,-0.25024,0.17433,0.013332,0.025918,-0.1507,-0.15856,0.10949,-0.057407,0.074728,-0.041192,0.057424,0.055543,0.053315,-0.085308,0.099335,-0.16409,0.29471,0.011763,0.025483,-0.079556,0.09219,-0.13986,0.080059,-0.20821,-0.23517,-0.13114,-0.056091,0.18412,-0.019789,0.037909,-0.042742,-0.090027,0.095233,-0.22218,-0.082437,-0.0096921,0.062424,-0.084527,-0.14299,-0.11164
-0.15193,-0.024508,-0.0089379,0.04941,0.062995,0.042444,-0.20684,0.099622,0.33886,-0.0051124,-0.0031892,-0.11784,0.028539,0.21006,0.29051,-0.1091,0.043934,-0.021928,-0.17538,0.051601,-0.017048,0.085055,0.077524,-0.036173,0.072378,0.15148,0.13582,-0.044566,0.037235,-0.15794,0.01795,-0.0090679,0.0671,0.10966,-0.034836,-0.040679,0.0286,0.089315,-0.039832,-0.15625,0.047815,0.13287,-0.27879,0.038455,0.014213,0.20975,-0.072496,0.19439,-0.062263,0.16431,0.12809,-0.053175,0.051076,0.34454,0.10083,0.042469,0.096697,0.016249,-0.19119,-0.0017288,-0.066843,0.1301,-0.015387,0.094954,0.1454,0.058964,0.015717,-0.069703,-0.049397,0.16899,0.011512,-0.0068332,0.11223,-0.049445,-0.21755,0.033393,-0.25561,0.0058296,-0.011737,-0.20451,0.18642,-0.050229,0.014814,0.11541,0.10096,0.13305,0.052848,0.048435,0.18691,-0.14241,-0.051999,0.023225,-0.032439,-0.23934,0.05359,0.14958,-0.019176,0.17855,0.034336,-0.056642
0.096297,0.095596,-0.16508,0.14551,-0.0041349,0.14586,0.078206,-9.3947e-06,0.053413,-0.15608,-0.022636,0.16864,-0.10045,-0.031869,-0.085261,-0.090423,-0.14117,0.015187,-0.085361,0.016913,-0.17598,-0.10555,-0.050627,0.10858,0.16716,-0.037746,0.1761,-0.07739,0.063292,-0.041515,-0.037897,0.16653,-0.053069,0.097995,-0.098704,0.17258,0.20206,0.21238,-0.072594,-0.031657,-0.23154,0.1026,-0.076209,0.0075434,-0.048326,0.025447,0.22709,0.059019,-0.34435,-0.16025,0.013788,-0.19397,0.084343,0.077182,-0.2364,0.024457,-0.12261,0.14639,-0.12411,-0.0050092,-0.1768,0.16544,-0.059224,0.016332,-0.046994,-0.1667,0.072292,-0.05823,0.073009,0.0073828,0.020999,-0.0072342,0.019604,-0.12995,0.024761,-0.13218,0.27568,0.024201,0.033781,-0.082905,0.18855,-0.16237,0.11712,-0.18776,-0.076081,-0.069982,0.018861,0.19212,0.1195,0.010887,-0.026573,-0.016079,0.037638,-0.27384,-0.058161,0.16181,0.039554,0.034986,-0.090861,-0.081223
-0.17754,0.10639,-0.23327,0.010362,0.043303,-0.023763,-0.18176,-0.18312,0.1909,-0.057035,-0.14278,-0.098025,-0.19293,0.26527,-0.093576,0.0086737,-0.068106,-0.018449,-0.095409,0.11853,0.18864,-0.17601,0.042805,-0.071799,-0.12493,0.15524,0.017004,-0.10528,-0.10431,-0.27005,0.025892,-0.053465,0.0043079,0.017762,0.10318,0.049607,-0.019874,0.069707,-0.082621,0.062177,-0.21599,0.14733,-0.22966,0.15778,-0.072155,0.17709,0.24818,-0.15258,-0.022254,0.18738,-0.02258,-0.27337,0.17331,-0.13763,0.058783,0.02085,0.0092787,0.023854,-0.13635,0.13354,-0.11051,0.11308,0.039325,0.11156,-0.020322,0.2492,-0.11723,-0.15567,-0.24539,0.23899,-0.1094,-0.017163,0.045876,0.11934,-0.34528,-0.080458,-0.067364,-0.18364,0.042356,-0.12852,0.016022,0.053764,0.019684,0.053914,-0.046079,0.40464,-0.01026,0.18381,0.15266,0.025604,0.12998,0.1335,-0.0071191,-0.10202,0.12223,0.1637,0.095862,0.15143,0.15129,0.020113
0.037647,0.030845,0.12375,0.18719,0.025168,0.24583,0.0079799,0.065751,0.16844,-0.14494,-0.18116,0.087478,-0.080595,-0.032713,-0.088887,-0.051247,-0.21062,0.15553,0.11405,0.054072,0.017572,-0.04607,-0.020143,-0.13659,0.14377,0.014616,-0.13808,-0.2214,-0.0066827,-0.092115,-0.043387,0.083559,0.074012,0.019701,-0.09115,0.030989,0.1401,0.056212,-0.071107,-0.10972,-0.049364,0.11603,-0.009293,-0.14235,0.10129,0.12787,0.16248,-0.11936,-0.22344,0.015901,-0.0052018,-0.22163,-0.0016398,0.14858,-0.1382,-0.052894,0.068292,0.097017,0.021432,0.019788,-0.23537,0.09367,0.013694,0.11315,-0.16724,-0.16207,0.07827,-0.15965,0.13484,-0.045756,0.063759,-0.032567,-0.022709,-0.19209,0.0181,-0.082521,0.26196,-0.066338,0.16169,-0.04008,-0.0073651,-0.24826,0.10395,-0.10957,-0.095192,0.13863,0.03068,0.097421,0.081014,0.1345,-0.019136,-0.047899,0.0050167,-0.25166,0.022411,0.11385,0.11457,-0.12496,-0.22832,-0.097449
-0.061728,0.04257,-0.093698,-0.0020087,-0.067452,0.2098,0.017388,0.051517,0.11855,-0.035203,-0.065791,0.10668,-0.16508,-0.14241,-0.17805,-0.1062,-0.052144,-0.006811,0.08362,-0.020754,-0.096015,-0.028862,0.080354,-0.12272,0.11098,-0.038849,0.0024877,-0.093176,0.095005,-0.0068409,0.033018,0.26353,0.052252,0.10713,0.040135,-0.058712,0.19859,0.11907,0.038959,-0.081334,-0.20681,0.082407,-0.13661,-0.21173,-0.02339,-0.056136,0.27974,-0.018156,-0.19608,-0.047388,0.008831,-0.24539,0.091745,0.068423,-0.13385,-0.055811,-0.061735,-0.00060741,-0.090709,0.12734,-0.27136,0.097504,0.1042,0.079182,-0.12966,-0.11961,0.11886,-0.099149,0.15135,0.036248,0.0069325,-0.031836,0.17235,-0.19206,0.016169,-0.32737,0.23306,-0.026539,0.064533,0.04154,0.052637,-0.073089,0.039298,-0.3363,-0.16044,0.069238,-0.10624,-0.084532,0.043265,-0.009244,0.067534,0.028198,-0.052846,-0.29147,0.060041,0.0021503,0.0077412,-0.079027,-0.16908,-0.14905
-0.057029,0.11982,-0.23248,0.12595,0.097666,-0.055106,-0.068222,0.042166,0.18766,-0.20049,-0.016294,-0.035254,-0.16807,0.0024669,-0.022292,-0.016064,-0.20763,-0.14074,0.071775,0.149,-0.024768,-0.18119,0.074049,0.015038,-0.19963,0.0025906,0.045515,0.11361,0.059816,0.13797,-0.016817,0.083978,-0.0069158,0.15872,-0.050673,0.15062,-0.10694,0.11479,-0.07781,-0.28287,-0.034878,0.16882,-0.15554,0.079107,-0.014522,0.10689,-0.00044055,0.048178,-0.04401,-0.031669,-0.0053297,-0.080604,0.077314,0.088672,-0.079461,0.0708,-0.047198,-0.094644,-0.081033,0.061547,-0.14177,0.22998,0.10717,0.080496,-0.052375,0.15697,-0.12759,-0.14854,0.029524,0.16649,-0.062669,-0.12418,-0.010361,0.037272,-0.17072,-0.12485,-0.011203,-0.29586,-0.022182,-0.10362,-0.010691,-0.085943,-0.0097267,0.15025,-0.035936,0.1649,-0.13433,0.066175,0.095938,-0.053093,0.11734,-0.055689,0.08897,-0.068962,0.013876,-0.045777,0.17764,0.23621,0.28775,-0.044549
-0.087064,-0.015606,0.082916,0.0047791,0.10809,-0.048073,-0.02806,-0.073508,0.036048,-0.061572,0.023363,0.13558,-0.25142,-0.123,-0.10387,-0.0050093,0.061734,0.14247,-0.035011,0.0084828,-0.0072851,-0.047293,-0.081321,-0.035869,0.10969,-0.089661,-0.0089627,0.13464,0.059225,-0.17559,0.063927,0.089407,-0.022742,0.10533,-0.17671,-0.092238,0.088715,-0.11516,-0.18689,0.036263,-0.076799,0.071122,0.013034,-0.12502,-0.092387,0.12355,0.14283,0.016861,-0.13832,-0.067149,0.0096957,-0.17356,0.090987,0.023835,0.012025,-0.19791,0.198,-0.0092811,0.11189,0.10686,-0.1468,0.00090031,0.049296,-0.12105,0.14909,-0.045077,0.14219,-0.010758,0.10953,-0.17232,-0.037347,0.11154,0.16768,-0.071975,-0.051746,-0.039684,0.15571,0.10149,-0.14226,0.037137,0.14102,-0.039935,-0.15547,-0.10401,-0.024886,0.066933,-0.14239,0.13444,0.11976,0.30954,-0.098107,-0.064954,-0.020647,-0.10699,0.053057,0.016704,0.015775,-0.061971,-0.071579,-0.1811
-0.12727,0.072905,-0.079866,0.16004,-0.10396,-0.033582,0.018209,0.014505,0.095449,0.0021111,-0.12078,0.14542,-0.11974,-0.07106,-0.18084,0.010823,0.077542,0.039207,0.090656,-0.10151,-0.018014,-0.02499,-0.033475,-0.1584,-0.10248,0.074176,-0.17584,0.033556,-0.078865,-0.1254,0.10866,0.10247,-0.024166,-0.024482,-0.044407,-0.018474,0.16083,0.012321,0.0065099,-0.016045,-0.18246,0.03048,-0.12807,-0.25094,0.17375,0.19466,0.13486,0.019323,-0.18159,-0.1216,-0.0023529,-0.29807,0.070647,-0.045298,-0.10595,-0.18261,-0.082635,-0.13621,-0.10538,0.066149,0.015849,-0.057388,0.074409,0.15867,-0.062414,-0.1418,0.050725,-0.0065459,0.17396,-0.034119,0.04286,-0.00015735,-0.024158,-0.13257,0.047301,-0.089179,0.22415,0.083755,0.0557,-0.12168,0.13193,-0.19856,0.17574,-0.054987,-0.061836,0.083746,-0.10828,0.078848,0.17645,0.055675,0.033973,0.1095,0.028909,-0.10121,0.15587,0.18218,0.0091012,-0.15983,-0.16768,0.070191
-0.14841,0.20516,-0.080837,0.18863,-0.035889,-0.027523,0.0071605,0.034085,0.2179,-0.046239,-0.19881,0.13487,-0.17609,-0.17162,-0.16672,0.042667,0.11047,-0.02406,-0.042235,0.01592,-0.25415,-0.19567,0.042726,-0.080941,-0.035072,0.11215,-0.11581,0.099833,-0.00025734,0.029505,-0.0049743,0.13808,-0.028551,-0.041659,-0.095341,0.063789,0.19023,0.0055685,0.031372,0.025092,-0.17493,-0.015235,-0.084298,-0.24085,0.057245,0.22281,0.13472,-0.028855,-0.29593,-0.053121,0.046608,-0.36991,0.014124,0.04941,-0.14702,-0.22512,0.058969,-0.093328,-0.021098,-0.066082,-0.0036242,-0.11281,0.018437,0.12073,-0.057747,-0.17645,-0.065175,-0.051241,0.052475,-0.035113,0.11206,0.0010907,-0.00084674,0.044353,-0.078168,0.02392,0.13935,-0.047468,0.081192,-0.050203,0.073525,-0.29169,-0.065113,-0.17462,-0.034364,-0.00454,-0.081611,0.16328,0.10009,-0.041461,0.10894,0.13422,0.11784,-0.20578,0.14373,0.065737,-0.072553,-0.17802,-0.056114,0.013478
